,tweet,label
1713,{'ml': 'ആരോ ഒരാളല്ല എന്റെ ഏട്ടൻ.... ലാലേട്ടൻ'},0
1714,{'ml': 'സൂപ്പർ ഹിറ്റ് അപ്പോമിങ് മൂവി.ബെസ്റ്റ് ഓഫ് ലക്ക് സുരജേറ്റ ആൻഡ് സൗബിഞ്ചെട്ട.'},0
1715,{'ml': 'മാവാനെ കോലജണ്ടിലെ ഇരക്ക് കൊല്ലാമ വിടമാട്ടെ -പെട്ട റിഫറൻസ് പൊലിച്ചാട്ക്കി'},0
1716,{'ml': 'സൂപ്പർ മൂവി ആണു ബൂട്ട് ജയ് നൈ കൊല്ലാണ്ടായിരുന്നി'},0
1717,{'ml': 'ഇന്ന് നവംബർ 21 ഇൗ ദിവസമവൻ എത്ര കത്തിരുന്നു ഇന്നി ഡിസംബർ 12നൂ കണ്ണം'},0
1718,{'ml': 'സോരിയി ട്രൈലർ വീണ്ടും വീണ്ടും കണ്ടുകോണ്ടിരുങ്കാലനം കോമൺസ്\\റാർ വഴിക്കാൻ പറ്റിയിട്ടില്ല മമ്മൂക്ക പൊലിക്കും'},0
1719,{'ml': '1 ഹൗർ 5 ലോഖ് വീർസ് മാമാംഗം റോക്സ്'},0
1720,{'ml': 'പറയാൻ ഒന്നുമില്ല പ്രത്യു സൂപ്പർ ആണ് എല്ലാം കൊണ്ടും ജീവിതം എന്താ എന്ന പഠിച്ച ഒരു വെക്തയും ആണ്'},0
1721,{'ml': 'മുതേ റോയൽ മെക്ക്...മെക്സ്യാൻസ് എല്ലാം ഇറങ്ങി വാദെ....'},0
1722,{'ml': 'എതൊരു ഡിവൈസും ബ്ലൂടൂത്ത് ഡിവൈസ് ആക്കി മാറ്റാം...'},0
1723,{'ml': 'ഞാൻ ഇട്ടൺ ഫാന എന്നാലും പറയ ഇൗ പദം പൊലിക്കും'},0
1724,{'ml': 'പ്രേക്ഷകരുടെ മനസ്സിൽ നിറഞ്ഞു നിൽക്കുന്ന ഒരു കഥാപാത്രമാവാൻ ഞങ്ങളുടെ സ്വസൂത്തിക് കഴിയട്ടെ. വിജയാശംസകൾ നേരുന്നു 🥰🥰🥰🥰'},0
1725,{'ml': 'കിടു ട്രൈലെർ( 2:00 )വിനീത് ശ്രീനിവാസൻ എൻസ്രഷൻ'},0
1726,{'ml': 'പദം കണ്ടിട്ട് ട്രൈലർ കാണുമ്പോൾ കിട്ടുണ ഫിൽ ഇൻഡമോമോ'},0
1727,{'ml': 'ആഫ്റ്റർ 20 ഹര 3ംംംം വൈവേ'},0
1728,{'ml': 'പദം കണ്ടിട്ട് ട്രൈലർ കാനാൻ വന്നവർ ആരോക്കേണ്ട്... കുംബലങ്ങി ഹംഗോവർ'},0
1729,{'ml': 'ട്രൈലർ ലോക്സ് സു പ്രോമിസിഗ്... ഷോട്സ് ആൻഡ് ബ്ം ലോക്സ് ലൈക് പുലിമുറുഗൻ 2. . വേ എരെ വെയ്റ്റിംഗ്....'},0
1730,{'ml': 'നല്ല തോൽവി പദം എനെന്ന് ട്രൈലർ കണ്ടപോഴി പിടിക്കിട്ടി'},0
1731,{'ml': 'ട്രൈലർ കീട് ഒരു ലാസ്റ്റ് എല്ലാം കൊണ്ട് കളഞ്ഞു ഡിരെക്ഷൻ മിഹ്മൂൺ മാനുവൽ തോമസ്'},0
1732,{'ml': 'മാമ്മോക്ക ഏജ് 68 .... നോ വേർഡ്സ്'},0
1733,{'ml': 'ഇന്ന് 7 മണിക്ക് അസുരന്റെ എഴുന്നുള്ളത്ത്'},0
1734,{'ml': 'മാമങ്ങം ട്രൈലർ >>>> ഹിറ്റ് സി ലൈക്'},0
1735,{'ml': 'മമോക അന്ന .... പൊളിച്ച് ... ഐ സല്യൂട്ട് മൈ നോ 1 സ്റ്റാർ'},0
1736,{'ml': 'ഇതു കണ്ടപ്പോ ഒരു വെള്ളിമൂങ്ങ സ്റ്റൈൽ തോന്നിയത് എനിക്ക് മാത്രം ആണോ.... ഇതൊന്ന് കണ്ടു നോക്ക്'},0
1737,{'ml': 'എന്റെ ചാനൽ ഒന്ന് സബ്സ്ലെബ്ബ് ചെയുമോ ഫ്രജ്ജ്. പ്ലാസ്'},0
1738,{'ml': 'അമ്മു ഒന്നും പറയാൻ ഇല്ല എന്ന ഒരു ബ്ം എന്നു ക്ലാസ് സതനം'},0
1739,{'ml': 'ഫൈനൽ എയർ പുഞ്ച്'},0
1740,{'ml': 'ഇൗ അവിഞ്ഞ ഫാൻസുകാരെ കൊണ്ട് തോട്ടാലോ ദേ പദം കൊല്ലാമെങ്ങിൽ ഓടും അല്ലേൽ പൊട്ടും'},0
1741,  ഇട്ടിമാണി ഓണം വിന്നർ ആകും എന്ന് ഉറപ്പുള്ളവർ ഇവിടെ ലൈക്ക്,0
1742,{'ml': 'ലളേറ്റൺ ബിബിബിഎസ് ലൈവായി വന്നപോൾ പറഞ്ഞ വാക്കുകൾ എല്ലാം സത്യമാകുനത്ത് പോൾ'},0
1743,{'ml': 'പൃഥ്വിരാജ് വേണമെന്ന് പറയുന്നവർ അടി ഒരു ലൈക്'},0
1744,{'ml': 'ഓഫ്ഫ്.. ഇതു ഒരു പ്വോളി പ്വോലിക്കും രാജുവേറ്റൻ എക്സ് സുരജേറ്റൻ'},0
1745,{'ml': '2020 ഇപ്പോഴേ ഇങ്ങ് എടുത്തു നമ്മുടെ സോന്തം മമ്മുക്ക'},0
1746,{'ml': 'ഇൗ സിനിമ പരാജയപ്പെടുമെന്ന് ഉറപ്പുള്ള ഒരാളെങ്കിലും ഉണ്ടോ എങ്കിൽ ലൈക്'},0
1747,{'ml': 'ട്രൈലെർ കിടു വിഷസ് റ്റു ജനപ്രിയ നയകൻ ദിലീപെട്ടാൻ ഫ്രോം ലളേറ്റൺ ഫാൻസ്'},0
1748,{'ml': 'അനശ്വരക് വേറെ പടം ഒന്നും കിട്ടിയില്ലേ എന്നു ആലോചിച്ചു നിക്കുവായിരുന്നു... അനശ്വര പൊളിക്കും'},0
1749,{'ml': 'ഞാൻ ഇത്രയും ഒരു സിനിമയുടെ ത്രിലറിൻ വേണ്ടി കാത്തിരുന്നിട്ടില്ല'},0
1750,{'ml': 'ട്രൈലർ ലാസ്റ്റ് സീൻ ഒന്ന് ഓർത്ത് വെക്കോ'},0
1751,{'ml': 'മ്യൂസിക് ഡിരെക്ടർക്ക് ഒരു ബിഗ് ലൈക്..... നോ വേർഡ്സ് റ്റു സായ്.. സിംപ്ലി എക്സല്ലെന്റ് :)'},0
1752,{'ml': 'മാർക്കം.... ട്രൈലർ കണ്ടിട്ട് ബംഗറ എക്സെക്ടേഷൻസ് ആണു... മൂവി അടു കീപ് ചെയ്യണം..'},0
1753,{'ml': 'മലയാളം സിനിമ അല്ല എത്തുക്കും മേലെ'},0
1754,{'ml': 'ഞാൻ ഒരു ആരാധകനാണ് ലാലേട്ടന്റെയും മമ്മുക്കയുടെയും അമിതാഭ് ബച്ചന്റെയും'},0
1755,{'ml': 'കാണുന്നതിന്റെ ഓപ്പം കോമണ്ട് വായിക്കാൻ വന്ന ഞാൻ'},0
1756,{'ml': 'ഇജ്ജദി കോള മാസ്സ് ട്രൈലർ'},0
1757,{'ml': 'കൂടുതൽ പ്രതീക്ഷ നൽകാതെ എന്നാൽ ഒട്ടും പ്രതീക്ഷ കുറക്കാതെയുള്ള ഒരു ട്രെയിലർ'},0
1758,{'ml': 'ഒരു കട്ട ലോക്കൽ പദം ലോഡിങ് ആണു മക്കളേയി🤩🤩🤩'},0
1759,{'ml': 'ഒരു ന്യൂട്രൽ ഫാൻ എന്ന നിലയിൽ പറയട്ടെ. ലാലേട്ടനെ വെച്ച് മാസ്സ് പടങ്ങൾ ഈ അടുത്തൊന്നും ഇറക്കിയിട്ട് കാര്യമില്ല.കാരണം അങ്ങനെ ഇറക്കുവാണെങ്കിൽ ലൂസിഫർ ന്റെ മേലെ നിൽക്കുന്ന സാധനം ഇറക്കണം....ഹാ എംപുറൻ വരുന്നത് വരെ കാത്ത് നിക്കാം..'},0
1760,{'ml': 'സത്യം പറയനാല്ലോ ട്രൈലർ വിജരിച്ചാത്ര അംഗൂഡ് കലങ്ങിയില്ല....ന്നാലും ഓൾ തായ് ബെസ്റ്റ്'},0
1761,  യുദ്ധം നന്മയും തിന്മയും തമ്മിലല്ല തിന്മയും തിന്മയും തമ്മിലാണ്,0
1762,{'ml': 'ഉസ്മാനെ....വേഗ്മം വാരിക്കെട്ടിപ്പെടുക്കോട...തീയും പോക്കം പരപിച്ചൊണ്ട് ഒരു കൂട്ടം വരുണുണ്ടേട....'},0
1763,{'ml': 'ലാലേട്ടന്റന്റ ഡാൻസ് ഇഷ്ടപെട്ടവർ അടി ലൈക്'},0
1764,{'ml': 'പ്രായം മുഖത്തു എത്തിയെങ്കിലും'},0
1765,  3 മില്യൺ വീവേഴ്സ് ഹിറ്റ് ലൈക് ലളേറ്റൺ ഫാൻസ്,0
1766,{'ml': '1:26 ഈ പാവം പിടിച്ചവൻ ആണോടാ സൈക്കോ വില്ലൻ'},0
1767,{'ml': 'തണ്ണീർ മത്തൻ ദിനങ്ങൾ സിനിമ എനിക്ക് വളരെ നന്നായി ഇഷ്ടപ്പെട്ടു. ഞാൻ ഇപ്പോൾ പ്ലസ് വണ്ണിലാണ് പടിക്കുന്നത് അതുകൊണ്ട് എനിക്ക് ഈ സിനിമ അതിന്റെ ആ ഫീലോടുകൂടി വളരെ നന്നായി ആസ്വദിക്കാൻ കഴിഞ്ഞു. എന്റെ ജീവിതം ഈ സിനിമയുടെ ഫസ്റ്റ് ഹാഫ് പോലെയാണ്. സിനിമയുടെ സെക്കന്റ് ഹാഫ് ഒരു വല്ലാത്ത ഫീലാണ്. ഇത്ര പെർഫെക്ഷനിൽ പ്ലസ് വൺ പ്ലസ് ടു അന്തരീക്ഷം സൃഷ്ട്ടിച്ച എല്ലാവർക്കും നന്ദി. ജൈസൺ നെയും കീർത്തിയെയും അവരുടെ കൂട്ടുകാരെയും ജോയ്സൺ നെയും രവി പപ്പനെയും ഒന്നും ഞാൻ ഒരിക്കലും മറക്കില്ല. ഇത്രയും നല്ല ഒരു സിനിമ ഞങ്ങൾക്ക് സമ്മാനിച്ച എല്ലാവർക്കും ഞാൻ ഹൃദയത്തിൽ തൊട്ട് നന്ദി പറയുന്നു.'},0
1768,{'ml': 'മാർഗ്ഗം കളി നല്ല ബോർണ്ട് ട്റ്റോ ബാക്കി കോല്ലാം'},0
1769,{'ml': 'ഇനിയും ആന്റണിയുടെ 100'},0
1770,{'ml': 'മാസ്സ് ട്രൈലർ'},0
1771,{'ml': 'മൂനെ ഏത് കളി വേരയ🤙മമഗാം വീര എല് മസ്സ്മരികം'},0
1772,{'ml': 'ഒരു ഫാൻ മേഡ് ചുവ ഉണ്ട് എന്നാലും സീൻസ് പൊളി കട്ട വെയ്റ്റിംഗ്'},0
1773,{'ml': 'ഇപ്പം ഇതാണല്ലോ ട്രെൻഡ് സൈക്കോയെ പുഴിങ്ങി വെച്ചാൽ പടം ഹിറ്റ്\u200c'},0
1774,{'ml': 'ലൗ ഫ്രോം കർണാടക മോഹൻലാൽ ഫാൻ ഫ്രോം കർണാടക'},0
1775,{'ml': 'ഒരു സൂപ്പർലൈറ്റ് ഉണ്ട മണകുന്നവർ ഒരു ലൈക് അടിച്ചെ'},0
1776,{'ml': 'എന്റെ പോന്നോ ഒരു രക്ഷയും ഇല്ല'},0
1777,{'ml': 'ഡയലോഗ് ഡെലിവറി മമ്മുക്ക മാത്രം'},0
1778,{'ml': 'ലളേറ്റൺ എത്ര ഭംഗിയായ ടാൻസ് ചീറ്റേറ്റ്. കുറച്ച് കൂടേ ടാൻസ് സ്കാന്റ്സ് വേണം ആരുന്നു. പെട്ടെന്ന് തിര്ന്ന പോൾ..'},0
1779,{'ml': 'ഏട്ടൻ വേറെ ലേവലാ'},0
1780,{'ml': 'ലൗ യൂ.. സ്വാസൂ... ... ഓൾ തായ് ബെസ്റ്റ് ദാ🥰🥰🥰🥰🥰🥰🥰🥰... ഇതൊരു പുതിയ തുടക്കം ആകട്ടെ.. പൊൻതൂവൽ ആകട്ടെ 🥰🥰🥰🥰🥰സ്വാസ് ഇഷ്ടം... അക്സ്ഫ'},0
1781,  ഇതുപോലെത്തെ നാറിയ സിനിമകൾ എടുക്കുന്നവരെ വേണം തല്ലികൊല്ലാൻ  ജനങ്ങൾ കാശുകൊടുത്തിട്ട് ഇവൻമാരെപോലെയുള്ളവരുടെ ഊമ്പിയ സിനിമ കാണാനല്ലനല്ല സിനിമകൾ കാണാനാണ്ഫഹദിന് നാണമില്ലേ ഇതുപോലെത്തെ സിനിമയിൽ അഭിനയിക്കാൻദയവുചെയ്ത് ഇനിയുള്ളവ്u200d ഈ സിനിമ കാണരുത്പൈസ പോകും,0
1782,  ലെ ചങ്ക് ഇത് എന്നെ ഉദ്ദേശിച്ചാണ് എന്നെ മാത്രം ഉദ്ദേശിച്ചാണ്,0
1783,{'ml': 'ഹെവി ട്രൈലർ ഓഫ്ഫ് 0:14 ബ്ം ആൻഡ് ഇക്കണ്റെ പെർഫർമെൻസ്'},0
1784,{'ml': 'ഇറ്റ്\u200cമാനി കഴിഞ്ഞാൽ പിന്നെ അടുത്ത പദം മറയ്ക്കർ !! ലൈക് അടിച്ചെ'},0
1785,"{'ml': ""നൈസ് മൂവി ഒന്നും പറയാനില്ല ' ബോണി പറയാൻ പറഞ്ഞ്""}",0
1786,{'ml': 'ഇട്ടിമണി എന്ന സിനിമ ചാലി പദം പൊട്ടൻ പോകുന്ന പദം ഓടിയനിൽ കലാം വാൻ ദുരത്താൻ ബോർ പദം എന്നുലവർ ലൈക് അടിച്ചെ'},0
1787,{'ml': 'രോമഞ്ഞമടിച്ച് പന്ദാരതങ്ങി... ഇൗ ഡിസ്ലിക്ക് അടിച്ച പിത്രു ഷോന്യൻമാർ ഇവിടെ ഒക്കെ ഉണ്ടാകണം...'},0
1788,  നോ 21 മരണമസ്സ് പ്വോളി ഫ്ഡീസ് ലോക്കഡ്,0
1789,{'ml': 'ഇക്കാ.... ഇതിലെങ്കിലും ആ മുരുഗനെ തീർക്കുല്ലെ ?.. ആല്ലേൽ ആ ജോർജൂട്ടിയെങ്കിലും മിനിമം തീർക്കണം'},0
1790,{'ml': 'ഇതു പൊലിക്കും പിന്നല്ല'},0
1791,{'ml': 'എങ്ക പത്താലും നീ... എന്താ മമ്മുക്ക.. ഞങ്ങൾക്ക് റെസ്റ്റ് ഒക്കെ തരണട്ടോ'},0
1792,"{'ml': ""നിങ്ക് ഇനി മലയാളം ഇൻഡുസ്ത്രി'ലീ കേടാൻ പൊലക്കാൻ പറ്റു ബോസ്സ്?? വെയ്റ്റിംഗ് ഫൊർ മമ്മൂക്ക'എസിഎസ് റെപ്ലി...""}",0
1793,{'ml': 'ഇങ്ങനത്തെ ഒരു പദത്തിന് വേണ്ടി ആയിരുന്നു കാത്തിരിപ്പ്...അവണ്ടെയൊക്കെ.. ഫ്രീൻഡ്ശിപും..റോമാൻസെയും...ചലിയും..മസലയും.. കണ്ട് മധുത്ത്'},0
1794,  ഗുഡ് വിൽ ഉപ്പോഡ് ആകിടും വൈ വിവ് കൊറവ്,0
1795,{'ml': 'കുഞ്ചാക്കോ ബോബന്റെ സിനിമ കാണാൻ ഇല്ലാലോ എന്നെ വിചാരിച്ചു . പക്ഷെ ഈ മൂവി പൊളിയായിരിക്കും'},0
1796,{'ml': 'ചാക്കോച്ചന്റെ കാരിയർ ൽ ഇത്\u200c ഉറപ്പായും ഒരു ബ്രേക്ത്രോഗ് ആയിരിക്കും...'},0
1797,{'ml': 'എന്റെ പൊന്നൂ ഞാൻ വിചാരിച്ചു ഹോളിവുഡ് പടം ഡബ്ബിങ് ആണെന്ന് ഇത് ശെരിക്കും മലയാള പടം !?'},0
1798,{'ml': 'ഇക്കാടെ അനിയന്മാർ പണി തുടങ്ങി മക്കളെ.... നീരലി 24 ഡേജ്സ് 23കെറി ലൈക് #ആബ്റ്റ്റ്റിക് 14 ഹൗറ്സ് 43കെറി ലൈക്ക്'},0
1799,{'ml': 'മാർഗ്ഗം കളി മാത്രം വീണ്ടും വീണ്ടും കണ്ടാവരുണ്ടോ'},0
1800,{'ml': 'മമ്മൂക്ക ഡേ അടുത്ത 100 കോടി പദം ആയിരിക്കും #ഉണ്ട എന്ന് ഉറപ്പ് ഉള്ളവർ ലൈക് അധിക്കട പില്ലേറെ...'},0
1801,{'ml': 'ഇൗ ട്രൈലേറ്ന് ഡിസ്ലിക്ക് അടിക്കുന്നവണമാറുടെ ആ മനസ്സുണ്ടല്ലോ....ഇഹ്.... നമിക്കാതെ വയ്യ'},0
1802,{'ml': 'ബോക്സ് ഓഫീസിൽ നൈ കൊല്ലാമെ വിടമാട്ടെ'},0
1803,{'ml': 'ഹെവി ട്രൈലർ എനിക്കൊരു 10 ലൈക് തർപ്പ്'},0
1804,{'ml': 'ട്രൈലർ എഡിപ്വോളി ആറു ബൂട്ട് ബ്ം ഇല് ആണ് കലഞ്ഞത് ബ്ം സിനിമ ഇല് എങ്കിലും നല്ലത് ഇന്ത്യായൽ മതിയർന്ന്...ട്രൈലർ എഡിറ്റ് ചെയതവണ ആദ്യം ഇടിക്കണം ഇമ്മതിരി കിടുക്ചത്തി ട്രൈലർ നൂ ഒരു ബ്ം ഉം കോഡ്കണ്ട് ഇറക്കിയതിന് ...'},0
1805,{'ml': 'ബോഡി 68 വയസ്സുള്ള ഒരു മനുഷ്യൻ'},0
1806,{'ml': 'പോളി പോളി പോളി പോളി പോളി പോളി പോളി പോളി പോളി 🥰'},0
1807,{'ml': 'ലളേറ്റൺ ഫാൻസ് ::::: ലൈക് എഡി .....'},0
1808,{'ml': 'ഏജ് ഐഫിസ് സി ജസ്റ്റ് സി നമ്പർ ഐക്ക ഉയിർ'},0
1809,  ശ്രീനത്ത് ഭാസി ഫാൻസ് ലൈക് അടിച്ച് പൊട്ടിക്ക്,0
1810,{'ml': 'കുമ്പളങ്ങി ഇല് അല്ലെ നമ്മടെ ഓംക് ഫിഷിങ് ആൻഡ് കുക്കിംഗ്\u200c ഉണ്ണി ചേട്ടന്റെ വീട്..'},0
1811,{'ml': 'തത്തുമ്മ'},0
1812,  ഇതിൽ ക്യാപ്റ്റൻ ജാക്സ്പറുവോ ന്റെ കപ്പൽ ഒക്കെ ഉണ്ടല്ലോ 🤣🤣🤣,0
1813,{'ml': 'ചാക്കോച്ചന്റെ അഞ്ചാം പാതിരായ്ക്ക് ദിലീപ് ഫാൻസിന്റെ വിജയാശംസകൾ'},0
1814,{'ml': 'ചരിത്ര സിനിമ ആണോ നയകൻ മമോക അല്ലേ വേറെ ആറുണ്ടുണ്ട് അഭിനയിക്കാൻ'},0
1815,{'ml': 'ഷൈലോക്ക് ന്റെ നല്ല ടീസർ ആയിട്ട് പോലും ട്രോളി നടന്ന ലാലേട്ടൻ ഫാൻസിന് കിട്ടിയൊരു നല്ലൊരു തിരിച്ചടി തന്നെ ആയിരിന്നു ബിഗ് ബ്രദർ ന്റെ ട്രെയ്\u200cലർ'},0
1816,  സപ്പർ മൂവി ആയിരുന്നു ക്ലൈമാക്സ് ൽ നശിപ്പിച്ചു നാരാണത്ത് കല്ലെടുത്തു,0
1817,{'ml': 'ലളേറ്റ്യന്റെ അടുത്ത പൊട്ടപടം...ലളേറ്റ് ഇതൊക്കെ മതിയാക്കാൻ ആയിന്ന് ...പ്ലീസ്'},0
1818,{'ml': 'വേരിഫിഡ് ചാനൽ ഇല് എഡ്ഡാഡ്ഡ്'},0
1819,{'ml': 'ട്രൈലർ വന്നപോൾ ഉണ്ളിക്ക് അധികുന്ന കുറേ പൂരണ്മാർ പോയ് ചത്തോടെ കുന്ണകളെ'},0
1820,{'ml': 'എന്ന കീട് ബ്ം അഹ്നു ഐക്ക'},0
1821,{'ml': 'ഞാൻ പഠിച്ച സ്കൂൾ ഞാൻ പഠിച്ച ക്ലാസ്\u200c ആ അന്തസ്'},0
1822,{'ml': 'മിഥുൻ എല്ലതരം സിനിമയും ചെയ്യുന്ന ഒരു മികച്ച സംവിധായകൻ ആണ് ആട് വേറേ ലെവൽ'},0
1823,{'ml': '4 വർഷം റോയൽ മെക്ക് ഇന്ന് പറഞ്ഞൗ നടനന്നു'},0
1824,{'ml': 'ഇധാനു ഞങ്ങ പറഞ്ഞ നടൻ ഇവനാണ് നടൻ #മമ്മൂട്ടി'},0
1825,  എത്ര പേർ ശ്രദ്ധിച്ചു മെയിൻ ആയിട്ടുള്ള 3 ഫീഗ്ടെറ്സ് അന്ധർ ആണ്,0
1826,{'ml': 'ഞാൻ മാത്രമാണോ ട്രൈലർ ഇല് പൃഥ്വിരാജ് നൈ കണ്ടന്തു. . . . കണ്ടവർ ലൈക് അടിച്ചെ..'},0
1827,{'ml': 'ട്രൈലർ നന്നായിട്ടുണ്ട്. ഡയാലോഗ്സ് നാൻ പുഞ്ച് പോര... ഒന്നോടെ കിടിലൻ ആകമായിരുന്നു'},0
1828,  ഒൻ ക്രിതാനി ആണ് അതിന് ഇപ്പൊ ഏതാ യേശുനെ നമക്ക് ആർക്കും അറിയാത്ത അല്ലാലോ നല്ല കഥ ഉള്ള ഒരു കൂട്ടം ചെറുപ്പക്കാർ ആയിരിക്കും ഉറപ്പ്,0
1829,{'ml': 'ആരോ ഒരാളല്ല എന്റെ ഏട്ടൻ മൈ ബിഗ് ബ്രദേർ'},0
1830,{'ml': 'അന്തോക അയാളും ഇതു പോലികും എന്നു തോണ്ണുവർ 🤞'},0
1831,{'ml': 'ടീസർ എഡിറ്റ് ദാരിദ്ര്യം...ലിന്റോ കുര്യൻ പറയിച്ച്... കല്യാണ വീഡിയോ പോളുണ്ട്...'},0
1832,{'ml': 'അടുത്ത ഒരു കസബ ബോംബ് ആയി വരുണ്ട് . കിളവൻ ആയില്ലേ നിർത്തി പോയിക്കൂടെ'},0
1833,{'ml': 'നാഷ്ടണൽ അവാർഡ് നോമിനേഷൻ ഞാൻ മണക്കുന്നു. അച്ഛായും'},0
1834,{'ml': 'യാരുപ നൈ ഇൻഡ്യൻ നോ 1 മാസ്സ് എക്റ്റർ'},0
1835,{'ml': 'കിടിലൻ ട്രൈലർ .. ഐക്ക ഉഷാരർ ഇതു സൂപ്പർ ഹിറ്റ് ആകുമെന്ന് ഉറപ്പിച്ചവർ ഇവിടെ ചുമ്മ ലികീറ്റ് പോക്കോ..'},0
1836,{'ml': 'പദം കണ്ട് കെല്ലി പരന്നവർക്ക് കമ്മേണ്ടാടിക്കാനുള്ള നൂലു... ഏജ്ജാതി പദം'},0
1837,{'ml': 'തല അജിത് കുമാർ വിശ്വാസം ഇൻഡ്രോ'},0
1838,{'ml': 'പ്രിട്ടിരാജ് പരാജാട് സത്യം താനെ അറധകരെക്കൊണ്ട് സ്റ്റാർ അയവൻ അല പ്രിട്ടിരാജ്'},0
1839,{'ml': 'ഒടിയൻ = മാമാങ്കം ലുസിഫെർ = ഷൈലോക് | വൺ ? 🤔'},0
1840,{'ml': 'ഒരേ ഒരു രാജാവ് ലളേറ്റൺ 🥰 10 മില്യൺ വീബ് ആകും'},0
1841,{'ml': 'പറ്റുവണെങ്കിൽ ആ ബ്ം കൂടി റിലീസ് ചെയ്യണം'},0
1842,{'ml': 'ഇതു 10 ംംംം മാമങ്കം 15 ംംംം കുരിശ് ചെയുവായിരിക്കും'},0
1843,{'ml': 'മീരാ ഗോർ വെസ്റ്റ് ബംഗാൾ ഐ ലൗ മമ്മൂക്ക'},0
1844,  ഡിസ്ലിക്ക് അടിച്ചവർ അരോക്ക് ഏന്നുള്ളത് കാനാൻ ഉള്ള ഓപ്ഷൻസ് ഉണ്ടായിരുന്നേൽ ഇൗ മലരുകൾ ആരോകെയെന്ന് അറിയായിരുന്നു,0
1845,{'ml': 'ഇടയ്ക്ക് ടീസർ വന്ന് കാണുന്നവർ ഉണ്ടോ'},0
1846,{'ml': 'മച്ചനെ ഇതുവരയ്ക്കും ഞാൻ ഇട്ട കോമൺസ് ഒന്നും ലൈക് കിട്ടിട്ടില ഒരു ലൈക് ഇംഗോട്ട് അടി'},0
1847,{'ml': 'അയോ കഥാ മനസ്സിലാവുന്നുണ്ട് അവൾ ഫ്രീസർ ലീ കുടുഖുവല്ലെ'},0
1848,{'ml': 'എന്റെ ഐക്ക ഒരു രക്ഷം ഉള്ള'},0
1849,{'ml': 'പെണ്ണണോ എന്ന വേണ്ട നിൻ പറയുന്നുണ്ട് ഫെമി ചെച്ചി കോള ഇറങ്ങൻ കാരണായി'},0
1850,{'ml': 'മാമങ്ങം ബീറ്റ് ഓൾ മലയാളം മൂവി ട്രൈലർ'},0
1851,  ആഫ്റ്റർ 20 ഹര 3ംംംം വൈവേ,0
1852,{'ml': 'ഹിന്ദി മേ ബിബി ദിയ ക്രൂ ട്രൈലർ കോ'},0
1853,{'ml': 'പ്രത്വിരാജ്'},0
1854,{'ml': 'ഒരു ചോട്ടാ മുംബൈ ആവും ന്ന് പ്രതീക്ഷ ഉള്ളവർ ആരൊക്കെ?'},0
1855,{'ml': 'ആറ്റം എൈറ്റമല്ല ഒരു അമട്ടിക്കന് ഇടിവെട്ട് ടീസര് ഇക്ക മരണ മാസ്സ്'},0
1856,{'ml': '1.34 സീൻ എല്ല് പൃഥ്വിരാജ് നിന്റെ ഫേസ് പോൾ തൗണുന്'},0
1857,{'ml': 'സാർ റിലീസ് ടത്തെ കീയ 14 ജൂൺ'},0
1858,{'ml': 'വൈറസ് ട്രൈലർ കണ്ടെ എവിടെ വന്നവരെ ഉണ്ടോ'},0
1859,  എറ്റാ കണ്ടലും കണ്ടലും മതി വരുന്നില്ലായ പോളി അനു കാറ്റോ,0
1860,{'ml': 'സ്ക്രാക് ടെ ഫാൻ പോലെ ആവാതെ ഇരുന്നാ മതി'},0
1861,{'ml': '0.39 ലൈക് ഫൊർ തലയാവർ രാജ്ഞികന്നത് ഡയലോഗ്'},0
1862,  അണ്ണാ നീങ്കാ വേറെ ലെവൽ എന്നാ കല്ലിപ്പ് ലോക്,0
1863,{'ml': 'മേയ് ബേ തായ് നെക്സ്റ്റ് കമ്മപ്തിപാടം ഐൻ മലയാളം മൂവി'},0
1864,{'ml': 'അന്യായം പൊറിഞ്ചുവിനെയും മറിയത്തിനെയും പിന്നെ ജോസിനെയും കാണാൻ കട്ട വെയ്റ്റിങ്ങ്'},0
1865,{'ml': 'ഇതൊക്കെ സ്കൂൾ പിളേരോട് പോയി പറ 🤣🤣 10 കൊല്ലം പഴക്കമുള്ള ഡയലോഗ്'},0
1866,{'ml': 'കൽക്കി ..കലക്കി. ബെസ്റ്റ് വിഷസ് ഫ്രോം നിവിൻഫൻസ് പാലക്കാട് ഊണ്ടിട്..'},0
1867,{'ml': 'എന്റെ പോന്നു മമ്മൂക്ക മാസ്സ് എട്ടം വീണ്ടും..ബ്ം ആനേജിൽ ഒന്നും ചോക്കണ്ഠ പൊറിച്ച്'},0
1868,{'ml': 'ഇൗ സൂരജ് കോമഡി ആനൽ പദം ഓടും .. സീറിയോസ് കരിക്ടർ ആനൽ. പദം പോലിയും'},0
1869,{'ml': 'ടീസർ നൽകാത്ത പ്രതീക്ഷ ട്രൈലർ കണ്ടിട്ടു കിട്ടിയവർ അടി ലൈക്'},0
1870,{'ml': 'പ്ലീസ് ഉപ്പോഡ് ക്യൂൻ 2018 മലയാളം ഫൂൾ മൂവി !!!'},0
1871,{'ml': 'കാപ്തീനിൽ വിദ്യാസർ എന്ന് കണ്ടകൊണ്ട് മാത്രം ഇൗ വീഡിയോ കണ്ട ഞൈൻ. വിദ്യ സീ തായ് മേലോടി കിങ്ങ്'},0
